,file,per_request,sequential,requests_byte,inter_time,0
121,10,10,100,16777216,1000,sjf
122,10,10,100,16777216,10000,twins
123,10,10,100,16777216,100000,sjf
124,10,10,100,16777216,1000000,twins
125,10,20,0,65536,100,sjf
126,10,20,0,65536,1000,sjf
127,10,20,0,65536,10000,sjf
128,10,20,0,65536,100000,sjf
129,10,20,0,65536,1000000,sjf
130,10,20,0,262144,100,sjf
131,10,20,0,262144,1000,sjf
132,10,20,0,262144,10000,sjf
133,10,20,0,262144,100000,sjf
134,10,20,0,262144,1000000,sjf
135,10,20,0,1048576,100,sjf
136,10,20,0,1048576,1000,sjf
137,10,20,0,1048576,10000,sjf
138,10,20,0,1048576,100000,sjf
139,10,20,0,1048576,1000000,to
140,10,20,0,4194304,100,sjf
141,10,20,0,4194304,1000,sjf
142,10,20,0,4194304,10000,sjf
143,10,20,0,4194304,100000,sjf
144,10,20,0,4194304,1000000,to
145,10,20,0,16777216,100,sjf
146,10,20,0,16777216,1000,sjf
147,10,20,0,16777216,10000,sjf
148,10,20,0,16777216,100000,sjf
149,10,20,0,16777216,1000000,sjf
150,10,20,25,65536,100,sjf
151,10,20,25,65536,1000,sjf
152,10,20,25,65536,10000,sjf
153,10,20,25,65536,100000,sjf
154,10,20,25,65536,1000000,to
155,10,20,25,262144,100,sjf
156,10,20,25,262144,1000,sjf
157,10,20,25,262144,10000,sjf
158,10,20,25,262144,100000,sjf
159,10,20,25,262144,1000000,to
160,10,20,25,1048576,100,sjf
161,10,20,25,1048576,1000,sjf
162,10,20,25,1048576,10000,sjf
163,10,20,25,1048576,100000,sjf
164,10,20,25,1048576,1000000,to
165,10,20,25,4194304,100,sjf
166,10,20,25,4194304,1000,sjf
167,10,20,25,4194304,10000,sjf
168,10,20,25,4194304,100000,sjf
169,10,20,25,4194304,1000000,sjf
170,10,20,25,16777216,100,sjf
171,10,20,25,16777216,1000,sjf
172,10,20,25,16777216,10000,sjf
173,10,20,25,16777216,100000,sjf
174,10,20,25,16777216,1000000,to
175,10,20,50,65536,100,sjf
176,10,20,50,65536,1000,sjf
177,10,20,50,65536,10000,sjf
178,10,20,50,65536,100000,sjf
179,10,20,50,65536,1000000,to
180,10,20,50,262144,100,sjf
181,10,20,50,262144,1000,sjf
182,10,20,50,262144,10000,sjf
183,10,20,50,262144,100000,sjf
184,10,20,50,262144,1000000,sjf
185,10,20,50,1048576,100,sjf
186,10,20,50,1048576,1000,sjf
187,10,20,50,1048576,10000,sjf
188,10,20,50,1048576,100000,sjf
189,10,20,50,1048576,1000000,sjf
190,10,20,50,4194304,100,sjf
191,10,20,50,4194304,1000,sjf
192,10,20,50,4194304,10000,sjf
193,10,20,50,4194304,100000,sjf
194,10,20,50,4194304,1000000,sjf
195,10,20,50,16777216,100,sjf
196,10,20,50,16777216,1000,sjf
197,10,20,50,16777216,10000,sjf
198,10,20,50,16777216,100000,sjf
199,10,20,50,16777216,1000000,sjf
200,10,20,75,65536,100,sjf
201,10,20,75,65536,1000,sjf
202,10,20,75,65536,10000,sjf
203,10,20,75,65536,100000,sjf
204,10,20,75,65536,1000000,to
205,10,20,75,262144,100,sjf
206,10,20,75,262144,1000,sjf
207,10,20,75,262144,10000,sjf
208,10,20,75,262144,100000,sjf
209,10,20,75,262144,1000000,sjf
210,10,20,75,1048576,100,sjf
211,10,20,75,1048576,1000,sjf
212,10,20,75,1048576,10000,sjf
213,10,20,75,1048576,100000,sjf
214,10,20,75,1048576,1000000,to
215,10,20,75,4194304,100,sjf
216,10,20,75,4194304,1000,sjf
217,10,20,75,4194304,10000,sjf
218,10,20,75,4194304,100000,sjf
219,10,20,75,4194304,1000000,twins
220,10,20,75,16777216,100,sjf
221,10,20,75,16777216,1000,sjf
222,10,20,75,16777216,10000,sjf
223,10,20,75,16777216,100000,sjf
224,10,20,75,16777216,1000000,sjf
225,10,20,100,65536,100,sjf
226,10,20,100,65536,1000,sjf
227,10,20,100,65536,10000,sjf
228,10,20,100,65536,100000,sjf
229,10,20,100,65536,1000000,to
230,10,20,100,262144,100,sjf
231,10,20,100,262144,1000,sjf
232,10,20,100,262144,10000,sjf
233,10,20,100,262144,100000,sjf
234,10,20,100,262144,1000000,sjf
235,10,20,100,1048576,100,sjf
236,10,20,100,1048576,1000,sjf
237,10,20,100,1048576,10000,sjf
238,10,20,100,1048576,100000,sjf
239,10,20,100,1048576,1000000,twins
240,10,20,100,4194304,100,sjf
241,10,20,100,4194304,1000,sjf
242,10,20,100,4194304,10000,sjf
243,10,20,100,4194304,100000,sjf
244,10,20,100,4194304,1000000,sjf
245,10,20,100,16777216,100,sjf
246,10,20,100,16777216,1000,sjf
247,10,20,100,16777216,10000,sjf
248,10,20,100,16777216,100000,to
249,10,20,100,16777216,1000000,sjf
250,10,40,0,65536,100,sjf
251,10,40,0,65536,1000,sjf
252,10,40,0,65536,10000,sjf
253,10,40,0,65536,100000,sjf
254,10,40,0,65536,1000000,sjf
255,10,40,0,262144,100,sjf
256,10,40,0,262144,1000,sjf
257,10,40,0,262144,10000,sjf
258,10,40,0,262144,100000,sjf
259,10,40,0,262144,1000000,sjf
260,10,40,0,1048576,100,sjf
261,10,40,0,1048576,1000,sjf
262,10,40,0,1048576,10000,sjf
263,10,40,0,1048576,100000,sjf
264,10,40,0,1048576,1000000,to
265,10,40,0,4194304,100,sjf
266,10,40,0,4194304,1000,sjf
267,10,40,0,4194304,10000,sjf
268,10,40,0,4194304,100000,sjf
269,10,40,0,4194304,1000000,to
270,10,40,0,16777216,100,sjf
271,10,40,0,16777216,1000,sjf
272,10,40,0,16777216,10000,sjf
273,10,40,0,16777216,100000,sjf
274,10,40,0,16777216,1000000,sjf
275,10,40,25,65536,100,sjf
276,10,40,25,65536,1000,sjf
277,10,40,25,65536,10000,sjf
278,10,40,25,65536,100000,sjf
279,10,40,25,65536,1000000,sjf
280,10,40,25,262144,100,sjf
281,10,40,25,262144,1000,sjf
282,10,40,25,262144,10000,sjf
283,10,40,25,262144,100000,sjf
284,10,40,25,262144,1000000,to
285,10,40,25,1048576,100,sjf
286,10,40,25,1048576,1000,sjf
287,10,40,25,1048576,10000,sjf
288,10,40,25,1048576,100000,sjf
289,10,40,25,1048576,1000000,sjf
290,10,40,25,4194304,100,sjf
291,10,40,25,4194304,1000,to
292,10,40,25,4194304,10000,sjf
293,10,40,25,4194304,100000,sjf
294,10,40,25,4194304,1000000,sjf
295,10,40,25,16777216,100,sjf
296,10,40,25,16777216,1000,sjf
297,10,40,25,16777216,10000,sjf
298,10,40,25,16777216,100000,sjf
299,10,40,25,16777216,1000000,sjf
300,10,40,50,65536,100,sjf
301,10,40,50,65536,1000,sjf
302,10,40,50,65536,10000,sjf
303,10,40,50,65536,100000,sjf
304,10,40,50,65536,1000000,sjf
305,10,40,50,262144,100,sjf
306,10,40,50,262144,1000,sjf
307,10,40,50,262144,10000,sjf
308,10,40,50,262144,100000,sjf
309,10,40,50,262144,1000000,to
310,10,40,50,1048576,100,sjf
311,10,40,50,1048576,1000,sjf
312,10,40,50,1048576,10000,sjf
313,10,40,50,1048576,100000,sjf
314,10,40,50,1048576,1000000,to
315,10,40,50,4194304,100,sjf
316,10,40,50,4194304,1000,sjf
317,10,40,50,4194304,10000,sjf
318,10,40,50,4194304,100000,sjf
319,10,40,50,4194304,1000000,sjf
320,10,40,50,16777216,100,sjf
321,10,40,50,16777216,1000,sjf
322,10,40,50,16777216,10000,sjf
323,10,40,50,16777216,100000,sjf
324,10,40,50,16777216,1000000,sjf
325,10,40,75,65536,100,sjf
326,10,40,75,65536,1000,sjf
327,10,40,75,65536,10000,sjf
328,10,40,75,65536,100000,sjf
329,10,40,75,65536,1000000,sjf
330,10,40,75,262144,100,sjf
331,10,40,75,262144,1000,sjf
332,10,40,75,262144,10000,sjf
333,10,40,75,262144,100000,to
334,10,40,75,262144,1000000,to
335,10,40,75,1048576,100,sjf
336,10,40,75,1048576,1000,sjf
337,10,40,75,1048576,10000,sjf
338,10,40,75,1048576,100000,sjf
339,10,40,75,1048576,1000000,sjf
340,10,40,75,4194304,100,sjf
341,10,40,75,4194304,1000,sjf
342,10,40,75,4194304,10000,sjf
343,10,40,75,4194304,100000,sjf
344,10,40,75,4194304,1000000,sjf
345,10,40,75,16777216,100,sjf
346,10,40,75,16777216,1000,sjf
347,10,40,75,16777216,10000,sjf
348,10,40,75,16777216,100000,sjf
349,10,40,75,16777216,1000000,sjf
350,10,40,100,65536,100,sjf
351,10,40,100,65536,1000,sjf
352,10,40,100,65536,10000,sjf
353,10,40,100,65536,100000,sjf
354,10,40,100,65536,1000000,to
355,10,40,100,262144,100,sjf
356,10,40,100,262144,1000,sjf
357,10,40,100,262144,10000,sjf
358,10,40,100,262144,100000,sjf
359,10,40,100,262144,1000000,sjf
360,10,40,100,1048576,100,sjf
361,10,40,100,1048576,1000,sjf
362,10,40,100,1048576,10000,sjf
363,10,40,100,1048576,100000,sjf
364,10,40,100,1048576,1000000,sjf
365,10,40,100,4194304,100,sjf
366,10,40,100,4194304,1000,sjf
367,10,40,100,4194304,10000,sjf
368,10,40,100,4194304,100000,sjf
369,10,40,100,4194304,1000000,sjf
370,10,40,100,16777216,100,sjf
371,10,40,100,16777216,1000,sjf
372,10,40,100,16777216,10000,sjf
373,10,40,100,16777216,100000,sjf
374,10,40,100,16777216,1000000,sjf
375,10,80,0,65536,100,sjf
376,10,80,0,65536,1000,sjf
377,10,80,0,65536,10000,sjf
378,10,80,0,65536,100000,twins
379,10,80,0,65536,1000000,to
380,10,80,0,262144,100,sjf
381,10,80,0,262144,1000,sjf
382,10,80,0,262144,10000,sjf
383,10,80,0,262144,100000,sjf
384,10,80,0,262144,1000000,to
385,10,80,0,1048576,100,sjf
386,10,80,0,1048576,1000,sjf
387,10,80,0,1048576,10000,sjf
388,10,80,0,1048576,100000,sjf
389,10,80,0,1048576,1000000,to
390,10,80,0,4194304,100,sjf
391,10,80,0,4194304,1000,sjf
392,10,80,0,4194304,10000,sjf
393,10,80,0,4194304,100000,sjf
394,10,80,0,4194304,1000000,to
395,10,80,0,16777216,100,sjf
396,10,80,0,16777216,1000,sjf
397,10,80,0,16777216,10000,sjf
398,10,80,0,16777216,100000,sjf
399,10,80,0,16777216,1000000,sjf
400,10,80,25,65536,100,sjf
401,10,80,25,65536,1000,sjf
402,10,80,25,65536,10000,sjf
403,10,80,25,65536,100000,sjf
404,10,80,25,65536,1000000,to
405,10,80,25,262144,100,sjf
406,10,80,25,262144,1000,sjf
407,10,80,25,262144,10000,sjf
408,10,80,25,262144,100000,sjf
409,10,80,25,262144,1000000,to
410,10,80,25,1048576,100,sjf
411,10,80,25,1048576,1000,sjf
412,10,80,25,1048576,10000,sjf
413,10,80,25,1048576,100000,sjf
414,10,80,25,1048576,1000000,to
415,10,80,25,4194304,100,sjf
416,10,80,25,4194304,1000,sjf
417,10,80,25,4194304,10000,sjf
418,10,80,25,4194304,100000,sjf
419,10,80,25,4194304,1000000,to
420,10,80,25,16777216,100,sjf
421,10,80,25,16777216,1000,sjf
422,10,80,25,16777216,10000,sjf
423,10,80,25,16777216,100000,sjf
424,10,80,25,16777216,1000000,sjf
425,10,80,50,65536,100,sjf
426,10,80,50,65536,1000,sjf
427,10,80,50,65536,10000,sjf
428,10,80,50,65536,100000,sjf
429,10,80,50,65536,1000000,to
430,10,80,50,262144,100,sjf
431,10,80,50,262144,1000,sjf
432,10,80,50,262144,10000,sjf
433,10,80,50,262144,100000,sjf
434,10,80,50,262144,1000000,sjf
435,10,80,50,1048576,100,sjf
436,10,80,50,1048576,1000,sjf
437,10,80,50,1048576,10000,sjf
438,10,80,50,1048576,100000,sjf
439,10,80,50,1048576,1000000,to
440,10,80,50,4194304,100,sjf
441,10,80,50,4194304,1000,sjf
442,10,80,50,4194304,10000,sjf
443,10,80,50,4194304,100000,sjf
444,10,80,50,4194304,1000000,to
445,10,80,50,16777216,100,sjf
446,10,80,50,16777216,1000,sjf
447,10,80,50,16777216,10000,sjf
448,10,80,50,16777216,100000,sjf
449,10,80,50,16777216,1000000,sjf
450,10,80,75,65536,100,sjf
451,10,80,75,65536,1000,sjf
452,10,80,75,65536,10000,sjf
453,10,80,75,65536,100000,sjf
454,10,80,75,65536,1000000,to
455,10,80,75,262144,100,sjf
456,10,80,75,262144,1000,sjf
457,10,80,75,262144,10000,sjf
458,10,80,75,262144,100000,to
459,10,80,75,262144,1000000,to
460,10,80,75,1048576,100,sjf
461,10,80,75,1048576,1000,sjf
462,10,80,75,1048576,10000,sjf
463,10,80,75,1048576,100000,sjf
464,10,80,75,1048576,1000000,to
465,10,80,75,4194304,100,sjf
466,10,80,75,4194304,1000,sjf
467,10,80,75,4194304,10000,sjf
468,10,80,75,4194304,100000,sjf
469,10,80,75,4194304,1000000,to
470,10,80,75,16777216,100,sjf
471,10,80,75,16777216,1000,sjf
472,10,80,75,16777216,10000,sjf
473,10,80,75,16777216,100000,sjf
474,10,80,75,16777216,1000000,to
475,10,80,100,65536,100,sjf
476,10,80,100,65536,1000,sjf
477,10,80,100,65536,10000,sjf
478,10,80,100,65536,100000,sjf
479,10,80,100,65536,1000000,sjf
480,10,80,100,262144,100,sjf
481,10,80,100,262144,1000,sjf
482,10,80,100,262144,10000,sjf
483,10,80,100,262144,100000,sjf
484,10,80,100,262144,1000000,sjf
485,10,80,100,1048576,100,sjf
486,10,80,100,1048576,1000,sjf
487,10,80,100,1048576,10000,sjf
488,10,80,100,1048576,100000,sjf
489,10,80,100,1048576,1000000,to
490,10,80,100,4194304,100,sjf
491,10,80,100,4194304,1000,sjf
492,10,80,100,4194304,10000,sjf
493,10,80,100,4194304,100000,sjf
494,10,80,100,4194304,1000000,sjf
495,10,80,100,16777216,100,sjf
496,10,80,100,16777216,1000,sjf
497,10,80,100,16777216,10000,sjf
498,10,80,100,16777216,100000,sjf
499,10,80,100,16777216,1000000,to
500,10,160,0,65536,100,sjf
501,10,160,0,65536,1000,sjf
502,10,160,0,65536,10000,sjf
503,10,160,0,65536,100000,sjf
504,10,160,0,65536,1000000,to
505,10,160,0,262144,100,sjf
506,10,160,0,262144,1000,sjf
507,10,160,0,262144,10000,sjf
508,10,160,0,262144,100000,to
509,10,160,0,262144,1000000,to
510,10,160,0,1048576,100,sjf
511,10,160,0,1048576,1000,sjf
512,10,160,0,1048576,10000,sjf
513,10,160,0,1048576,100000,to
514,10,160,0,1048576,1000000,to
515,10,160,0,4194304,100,sjf
516,10,160,0,4194304,1000,sjf
517,10,160,0,4194304,10000,sjf
518,10,160,0,4194304,100000,sjf
519,10,160,0,4194304,1000000,to
520,10,160,0,16777216,100,sjf
521,10,160,0,16777216,1000,sjf
522,10,160,0,16777216,10000,sjf
523,10,160,0,16777216,100000,sjf
524,10,160,0,16777216,1000000,sjf
525,10,160,25,65536,100,sjf
526,10,160,25,65536,1000,sjf
527,10,160,25,65536,10000,sjf
528,10,160,25,65536,100000,sjf
529,10,160,25,65536,1000000,to
530,10,160,25,262144,100,sjf
531,10,160,25,262144,1000,sjf
532,10,160,25,262144,10000,sjf
533,10,160,25,262144,100000,sjf
534,10,160,25,262144,1000000,to
535,10,160,25,1048576,100,sjf
536,10,160,25,1048576,1000,sjf
537,10,160,25,1048576,10000,sjf
538,10,160,25,1048576,100000,sjf
539,10,160,25,1048576,1000000,to
540,10,160,25,4194304,100,sjf
541,10,160,25,4194304,1000,sjf
542,10,160,25,4194304,10000,sjf
543,10,160,25,4194304,100000,sjf
544,10,160,25,4194304,1000000,sjf
545,10,160,25,16777216,100,sjf
546,10,160,25,16777216,1000,sjf
547,10,160,25,16777216,10000,sjf
548,10,160,25,16777216,100000,sjf
549,10,160,25,16777216,1000000,sjf
550,10,160,50,65536,100,sjf
551,10,160,50,65536,1000,sjf
552,10,160,50,65536,10000,sjf
553,10,160,50,65536,100000,sjf
554,10,160,50,65536,1000000,to
555,10,160,50,262144,100,sjf
556,10,160,50,262144,1000,sjf
557,10,160,50,262144,10000,sjf
558,10,160,50,262144,100000,sjf
559,10,160,50,262144,1000000,to
560,10,160,50,1048576,100,sjf
561,10,160,50,1048576,1000,sjf
562,10,160,50,1048576,10000,sjf
563,10,160,50,1048576,100000,sjf
564,10,160,50,1048576,1000000,to
565,10,160,50,4194304,100,sjf
566,10,160,50,4194304,1000,sjf
567,10,160,50,4194304,10000,sjf
568,10,160,50,4194304,100000,sjf
569,10,160,50,4194304,1000000,sjf
570,10,160,50,16777216,100,sjf
571,10,160,50,16777216,1000,sjf
572,10,160,50,16777216,10000,sjf
573,10,160,50,16777216,100000,sjf
574,10,160,50,16777216,1000000,sjf
575,10,160,75,65536,100,sjf
576,10,160,75,65536,1000,sjf
577,10,160,75,65536,10000,sjf
578,10,160,75,65536,100000,sjf
579,10,160,75,65536,1000000,to
580,10,160,75,262144,100,sjf
581,10,160,75,262144,1000,sjf
582,10,160,75,262144,10000,sjf
583,10,160,75,262144,100000,sjf
584,10,160,75,262144,1000000,to
585,10,160,75,1048576,100,sjf
586,10,160,75,1048576,1000,sjf
587,10,160,75,1048576,10000,sjf
588,10,160,75,1048576,100000,sjf
589,10,160,75,1048576,1000000,to
590,10,160,75,4194304,100,sjf
591,10,160,75,4194304,1000,sjf
592,10,160,75,4194304,10000,sjf
593,10,160,75,4194304,100000,sjf
594,10,160,75,4194304,1000000,to
595,10,160,75,16777216,100,sjf
596,10,160,75,16777216,1000,sjf
597,10,160,75,16777216,10000,sjf
598,10,160,75,16777216,100000,sjf
599,10,160,75,16777216,1000000,sjf
600,10,160,100,65536,100,sjf
601,10,160,100,65536,1000,sjf
602,10,160,100,65536,10000,sjf
603,10,160,100,65536,100000,sjf
604,10,160,100,65536,1000000,to
605,10,160,100,262144,100,sjf
606,10,160,100,262144,1000,sjf
607,10,160,100,262144,10000,sjf
608,10,160,100,262144,100000,sjf
609,10,160,100,262144,1000000,to
610,10,160,100,1048576,100,sjf
611,10,160,100,1048576,1000,sjf
612,10,160,100,1048576,10000,sjf
613,10,160,100,1048576,100000,sjf
614,10,160,100,1048576,1000000,to
615,10,160,100,4194304,100,sjf
616,10,160,100,4194304,1000,sjf
617,10,160,100,4194304,10000,sjf
618,10,160,100,4194304,100000,sjf
619,10,160,100,4194304,1000000,to
620,10,160,100,16777216,100,sjf
621,10,160,100,16777216,1000,sjf
622,10,160,100,16777216,10000,sjf
623,10,160,100,16777216,100000,sjf
624,10,160,100,16777216,1000000,to
625,20,10,0,65536,100,sjf
626,20,10,0,65536,1000,sjf
627,20,10,0,65536,10000,sjf
628,20,10,0,65536,100000,sjf
629,20,10,0,65536,1000000,sjf
630,20,10,0,262144,100,sjf
631,20,10,0,262144,1000,sjf
632,20,10,0,262144,10000,sjf
633,20,10,0,262144,100000,sjf
634,20,10,0,262144,1000000,twins
635,20,10,0,1048576,100,twins
636,20,10,0,1048576,1000,to
637,20,10,0,1048576,10000,to
638,20,10,0,1048576,100000,sjf
639,20,10,0,1048576,1000000,sjf
640,20,10,0,4194304,100,sjf
641,20,10,0,4194304,1000,to
642,20,10,0,4194304,10000,sjf
643,20,10,0,4194304,100000,sjf
644,20,10,0,4194304,1000000,sjf
645,20,10,0,16777216,100,twins
646,20,10,0,16777216,1000,twins
647,20,10,0,16777216,10000,to
648,20,10,0,16777216,100000,twins
649,20,10,0,16777216,1000000,twins
650,20,10,25,65536,100,sjf
651,20,10,25,65536,1000,sjf
652,20,10,25,65536,10000,sjf
653,20,10,25,65536,100000,sjf
654,20,10,25,65536,1000000,to
655,20,10,25,262144,100,sjf
656,20,10,25,262144,1000,sjf
657,20,10,25,262144,10000,sjf
658,20,10,25,262144,100000,sjf
659,20,10,25,262144,1000000,twins
660,20,10,25,1048576,100,sjf
661,20,10,25,1048576,1000,sjf
662,20,10,25,1048576,10000,sjf
663,20,10,25,1048576,100000,twins
664,20,10,25,1048576,1000000,to
665,20,10,25,4194304,100,sjf
666,20,10,25,4194304,1000,sjf
667,20,10,25,4194304,10000,sjf
668,20,10,25,4194304,100000,sjf
669,20,10,25,4194304,1000000,sjf
670,20,10,25,16777216,100,sjf
671,20,10,25,16777216,1000,twins
672,20,10,25,16777216,10000,sjf
673,20,10,25,16777216,100000,sjf
674,20,10,25,16777216,1000000,sjf
675,20,10,50,65536,100,sjf
676,20,10,50,65536,1000,sjf
677,20,10,50,65536,10000,to
678,20,10,50,65536,100000,twins
679,20,10,50,65536,1000000,to
680,20,10,50,262144,100,sjf
681,20,10,50,262144,1000,sjf
682,20,10,50,262144,10000,sjf
683,20,10,50,262144,100000,sjf
684,20,10,50,262144,1000000,sjf
685,20,10,50,1048576,100,to
686,20,10,50,1048576,1000,sjf
687,20,10,50,1048576,10000,sjf
688,20,10,50,1048576,100000,sjf
689,20,10,50,1048576,1000000,to
690,20,10,50,4194304,100,sjf
691,20,10,50,4194304,1000,sjf
692,20,10,50,4194304,10000,sjf
693,20,10,50,4194304,100000,sjf
694,20,10,50,4194304,1000000,sjf
695,20,10,50,16777216,100,sjf
696,20,10,50,16777216,1000,sjf
697,20,10,50,16777216,10000,sjf
698,20,10,50,16777216,100000,sjf
699,20,10,50,16777216,1000000,sjf
700,20,10,75,65536,100,sjf
701,20,10,75,65536,1000,sjf
702,20,10,75,65536,10000,sjf
703,20,10,75,65536,100000,sjf
704,20,10,75,65536,1000000,sjf
705,20,10,75,262144,100,sjf
706,20,10,75,262144,1000,sjf
707,20,10,75,262144,10000,sjf
708,20,10,75,262144,100000,sjf
709,20,10,75,262144,1000000,sjf
710,20,10,75,1048576,100,sjf
711,20,10,75,1048576,1000,sjf
712,20,10,75,1048576,10000,sjf
713,20,10,75,1048576,100000,sjf
714,20,10,75,1048576,1000000,sjf
715,20,10,75,4194304,100,sjf
716,20,10,75,4194304,1000,sjf
717,20,10,75,4194304,10000,sjf
718,20,10,75,4194304,100000,twins
719,20,10,75,4194304,1000000,to
720,20,10,75,16777216,100,sjf
721,20,10,75,16777216,1000,sjf
722,20,10,75,16777216,10000,sjf
723,20,10,75,16777216,100000,sjf
724,20,10,75,16777216,1000000,sjf
725,20,10,100,65536,100,twins
726,20,10,100,65536,1000,sjf
727,20,10,100,65536,10000,sjf
728,20,10,100,65536,100000,sjf
729,20,10,100,65536,1000000,sjf
730,20,10,100,262144,100,twins
731,20,10,100,262144,1000,sjf
732,20,10,100,262144,10000,sjf
733,20,10,100,262144,100000,sjf
734,20,10,100,262144,1000000,sjf
735,20,10,100,1048576,100,sjf
736,20,10,100,1048576,1000,sjf
737,20,10,100,1048576,10000,sjf
738,20,10,100,1048576,100000,sjf
739,20,10,100,1048576,1000000,sjf
740,20,10,100,4194304,100,sjf
741,20,10,100,4194304,1000,sjf
742,20,10,100,4194304,10000,twins
743,20,10,100,4194304,100000,twins
744,20,10,100,4194304,1000000,sjf
745,20,10,100,16777216,100,to
746,20,10,100,16777216,1000,sjf
747,20,10,100,16777216,10000,sjf
748,20,10,100,16777216,100000,sjf
749,20,10,100,16777216,1000000,to
750,20,20,0,65536,100,sjf
751,20,20,0,65536,1000,sjf
752,20,20,0,65536,10000,sjf
753,20,20,0,65536,100000,sjf
754,20,20,0,65536,1000000,sjf
755,20,20,0,262144,100,sjf
756,20,20,0,262144,1000,sjf
757,20,20,0,262144,10000,sjf
758,20,20,0,262144,100000,sjf
759,20,20,0,262144,1000000,to
760,20,20,0,1048576,100,sjf
